sales_detail_id,transaction_id,product_id,quantity,price
1151,295,178,21,67.26
1152,76,99,79,86.16
1153,834,189,89,167.13
1154,722,178,59,216.6
1155,31,185,65,337.76
1156,685,11,60,453.25
1157,701,127,66,16.06
1158,617,166,30,431.1
1159,914,142,48,132.91
1160,84,14,47,58.4
1161,27,82,92,65.71
1162,685,55,52,312.57
1163,930,163,71,153.72
1164,847,71,97,62.78
1165,964,20,65,145.24
1166,276,143,44,434.19
1167,938,81,54,72.73
1168,862,161,87,53.42
1169,566,160,86,64.45
1170,891,22,46,309.41
1171,870,172,36,479.3
1172,380,48,63,389.89
1173,947,27,41,77.75
1174,475,34,73,91.12
1175,859,156,79,136.79
1176,133,96,26,199.2
1177,592,127,51,133.09
1178,21,82,21,31.37
1179,810,52,10,222.79
1180,28,199,23,71.99
1181,255,35,59,414.32
1182,226,155,73,243.34
1183,803,40,1,334.68
1184,323,63,55,443.92
1185,193,123,20,318.78
1186,899,12,77,318.9
1187,72,150,62,193.44
1188,602,125,13,27.76
1189,330,41,10,119.69
1190,633,148,28,266.05
1191,888,123,88,47.5
1192,641,190,93,35.37
1193,665,6,25,304.04
1194,518,149,55,338.36
1195,588,31,31,458.2
1196,411,190,3,300.06
1197,889,130,4,72.96
1198,667,184,72,202.12
1199,461,164,27,462.21
1200,602,26,66,161.67
1201,697,102,31,223.44
1202,422,129,38,178.72
1203,397,187,27,254.52
1204,502,29,4,432.71
1205,651,97,52,403.15
1206,247,186,58,373.48
1207,981,62,96,85.43
1208,888,106,16,36.25
1209,66,176,11,214.31
1210,587,35,27,332.09
1211,462,40,39,460.13
1212,340,35,41,304.99
1213,745,17,73,414.05
1214,724,129,16,204.5
1215,232,163,31,320.19
1216,557,126,43,226.49
1217,207,38,43,178.35
1218,695,169,67,212.63
1219,177,40,89,421.42
1220,100,5,43,96.46
1221,809,53,10,167.98
1222,30,55,6,167.57
1223,449,19,74,294.62
1224,146,90,81,449.0
1225,664,152,16,27.1
1226,185,1,51,165.41
1227,219,91,5,196.84
1228,498,55,4,13.32
1229,231,191,100,106.59
1230,784,79,83,229.49
1231,738,3,31,75.96
1232,177,42,6,300.6
1233,769,33,47,361.27
1234,921,98,99,75.42
1235,559,136,70,255.44
1236,249,182,25,53.68
1237,632,106,40,332.48
1238,317,80,21,192.84
1239,494,19,43,375.75
1240,112,196,89,70.02
1241,468,60,100,447.23
1242,285,8,40,137.15
1243,653,109,75,462.28
1244,743,115,57,356.37
1245,423,145,79,476.1
1246,99,142,71,444.27
1247,599,56,21,418.84
1248,637,25,15,402.06
1249,517,185,78,421.01
1250,565,80,18,348.23
1251,716,162,66,127.07
1252,54,80,50,244.61
1253,293,123,42,88.99
1254,421,62,47,6.2
1255,529,190,84,98.93
1256,501,50,12,216.03
1257,210,85,34,100.03
1258,589,156,17,196.7
1259,348,25,36,204.23
1260,633,128,16,243.72
1261,114,104,51,452.74
1262,925,160,14,346.76
1263,115,27,67,204.13
1264,899,58,43,348.98
1265,980,122,24,132.98
1266,337,118,62,102.87
1267,399,89,81,184.72
1268,638,168,69,353.53
1269,783,93,34,338.56
1270,710,187,23,417.25
1271,187,77,54,169.56
1272,385,86,92,393.87
1273,577,147,76,215.79
1274,833,73,38,131.41
1275,419,126,48,80.32
1276,879,57,41,27.6
1277,970,197,61,172.63
1278,3,36,47,456.93
1279,595,50,17,57.54
1280,388,37,62,437.19
1281,292,178,61,499.31
1282,837,137,7,163.15
1283,644,137,7,238.32
1284,773,32,99,71.75
1285,492,86,65,425.4
1286,691,167,26,103.0
1287,585,43,3,289.43
1288,187,96,92,260.71
1289,814,18,81,93.88
1290,540,114,11,103.57
1291,834,77,73,333.67
1292,972,141,72,32.4
1293,318,9,4,166.84
1294,629,26,49,128.16
1295,311,8,88,83.64
1296,132,185,91,407.68
1297,845,17,84,198.12
1298,801,21,56,396.84
1299,40,168,71,23.73
1300,208,42,67,354.1
1301,367,75,92,152.65
1302,931,28,58,38.34
1303,139,91,43,125.93
1304,513,128,87,403.3
1305,18,184,29,207.56
1306,375,185,35,150.47
1307,132,122,92,68.42
1308,705,79,55,487.32
1309,297,193,60,488.43
1310,730,143,100,429.78
1311,850,3,31,292.72
1312,174,140,83,118.34
1313,767,103,82,174.63
1314,376,154,41,30.06
1315,222,56,61,494.71
1316,65,191,21,495.24
1317,36,75,13,135.87
1318,134,128,5,300.03
1319,65,134,22,365.08
1320,187,195,32,71.9
1321,658,56,59,206.29
1322,27,11,21,134.92
1323,886,21,27,353.27
1324,587,63,99,292.7
1325,861,159,70,280.98
1326,108,117,79,443.08
1327,964,48,17,198.54
1328,203,124,36,59.78
1329,491,133,25,494.46
1330,662,13,1,56.95
1331,244,119,28,255.94
1332,390,93,92,226.96
1333,492,111,57,316.07
1334,561,144,20,420.83
1335,416,75,14,409.84
1336,361,131,91,383.45
1337,721,99,76,269.36
1338,882,122,8,68.97
1339,234,193,87,364.27
1340,609,94,34,146.48
1341,777,149,18,51.39
1342,840,112,95,10.82
1343,56,168,4,126.33
1344,952,163,8,147.92
1345,639,12,67,149.17
1346,70,46,61,448.76
1347,536,21,36,215.23
1348,217,32,28,397.08
1349,123,146,81,306.07
1350,675,157,84,347.91
1351,948,2,7,88.73
1352,955,85,42,68.75
1353,125,72,18,421.72
1354,588,124,29,172.52
1355,194,169,21,321.4
1356,122,136,32,456.42
1357,108,58,44,392.16
1358,705,180,2,147.22
1359,870,127,77,310.16
1360,328,47,37,450.42
1361,845,154,76,321.77
1362,289,29,25,91.52
1363,635,40,6,445.23
1364,36,39,74,411.65
1365,996,105,45,21.07
1366,337,107,41,235.88
1367,828,181,3,362.93
1368,524,172,58,351.61
1369,129,181,49,283.17
1370,369,119,25,48.61
1371,300,117,79,497.66
1372,443,49,39,273.93
1373,991,45,7,244.59
1374,965,192,87,23.06
1375,915,52,39,274.6
1376,174,13,42,143.76
1377,631,33,55,434.17
1378,200,98,98,33.19
1379,299,80,89,441.01
1380,883,157,36,407.21
1381,301,84,55,403.34
1382,996,187,11,156.42
1383,275,172,85,105.45
1384,855,184,13,420.64
1385,544,121,97,223.11
1386,225,142,1,342.0
1387,144,37,4,243.61
1388,418,51,28,37.73
1389,48,117,19,463.66
1390,799,120,25,281.29
1391,272,154,92,44.46
1392,268,8,64,162.58
1393,158,57,100,138.16
1394,539,196,99,89.7
1395,754,168,80,89.74
1396,294,23,14,257.53
1397,574,72,88,7.56
1398,170,121,34,416.94
1399,766,61,54,67.75
1400,577,145,42,33.35
1401,336,100,12,384.87
1402,597,111,31,497.26
1403,782,148,38,218.64
1404,311,68,25,408.66
1405,845,17,16,416.91
1406,660,125,9,441.55
1407,875,188,22,53.63
1408,615,95,63,458.26
1409,893,29,61,59.67
1410,234,161,21,331.74
1411,819,76,91,135.66
1412,212,32,10,18.77
1413,608,187,92,336.22
1414,46,104,97,235.86
1415,945,150,90,55.62
1416,289,124,61,203.99
1417,863,107,63,38.42
1418,663,145,39,279.16
1419,887,109,60,450.96
1420,365,47,91,132.81
1421,910,90,51,129.55
1422,266,106,15,224.68
1423,868,165,32,125.58
1424,467,111,71,428.05
1425,323,33,33,147.87
1426,61,176,9,426.04
1427,773,134,93,133.93
1428,133,79,11,92.68
1429,16,183,71,174.42
1430,388,147,80,275.78
1431,984,21,71,384.61
1432,466,56,15,222.14
1433,531,185,68,322.2
1434,715,109,55,153.35
1435,544,97,86,460.41
1436,212,65,9,427.44
1437,268,35,45,42.93
1438,553,197,23,94.72
1439,898,86,87,56.64
1440,131,145,32,393.58
1441,257,87,78,50.65
1442,112,141,42,192.9
1443,413,18,27,355.55
1444,689,174,86,270.33
1445,495,28,42,316.55
1446,801,160,31,218.08
1447,282,23,20,318.87
1448,179,190,42,161.29
1449,111,34,8,251.94
1450,497,139,56,187.6
1451,65,33,69,283.65
1452,189,200,17,371.15
1453,801,64,53,416.7
1454,315,165,14,119.75
1455,120,155,24,468.71
1456,74,7,38,220.25
1457,831,97,58,202.08
1458,177,31,19,51.44
1459,642,85,30,37.92
1460,389,185,28,265.13
1461,852,95,27,218.62
1462,321,144,39,176.88
1463,228,18,92,93.96
1464,992,186,97,425.25
1465,740,191,9,55.25
1466,31,137,100,126.33
1467,773,80,27,43.19
1468,822,62,53,84.21
1469,202,180,48,149.39
1470,128,73,6,439.13
1471,238,160,58,318.06
1472,393,188,70,199.9
1473,467,98,79,451.95
1474,609,123,83,398.43
1475,783,55,86,311.08
1476,537,21,6,206.44
1477,407,191,3,200.57
1478,40,151,49,378.45
1479,647,70,37,485.85
1480,332,192,73,405.12
1481,286,134,81,162.8
1482,623,48,93,193.97
1483,664,14,2,163.79
1484,156,184,81,224.95
1485,836,1,96,55.15
1486,238,55,45,165.11
1487,798,185,58,124.61
1488,699,100,35,148.36
1489,965,100,28,46.58
1490,940,168,39,234.27
1491,254,182,73,415.05
1492,38,167,98,272.92
1493,722,44,90,13.65
1494,707,95,7,152.95
1495,681,156,78,108.6
1496,576,84,28,444.3
1497,543,23,27,7.55
1498,212,48,64,235.71
1499,38,187,3,379.39
1500,131,42,97,401.53
1501,60,177,41,455.21
1502,490,51,11,47.64
1503,230,86,69,183.66
1504,979,145,29,473.48
1505,490,24,72,242.78
1506,847,147,68,424.94
1507,447,36,38,42.55
1508,303,24,90,147.02
1509,803,99,70,200.61
1510,120,157,91,302.05
1511,898,193,22,477.36
1512,750,2,30,216.75
1513,865,43,92,342.74
1514,833,150,27,274.39
1515,689,52,29,68.37
1516,313,148,10,10.47
1517,353,182,89,328.16
1518,230,38,17,479.57
1519,388,141,44,52.71
1520,38,74,21,288.23
1521,729,110,56,182.24
1522,814,152,16,224.35
1523,878,7,57,180.38
1524,995,10,23,142.01
1525,607,89,74,393.14
1526,593,96,81,82.8
1527,623,27,100,13.06
1528,70,194,43,277.17
1529,859,85,96,248.66
1530,926,120,12,490.43
1531,386,122,11,120.08
1532,907,26,66,204.29
1533,932,172,29,65.65
1534,879,181,80,91.61
1535,424,133,65,352.04
1536,389,189,92,307.14
1537,67,26,40,426.0
1538,84,59,82,260.17
1539,170,195,90,30.74
1540,65,86,26,373.97
1541,783,144,17,228.02
1542,107,94,58,127.33
1543,970,132,11,404.41
1544,807,67,20,297.95
1545,53,36,30,331.38
1546,486,117,6,370.53
1547,412,184,17,106.99
1548,912,97,76,488.73
1549,993,159,48,274.21
1550,985,65,43,385.87
1551,810,140,91,413.34
1552,707,181,5,337.01
1553,719,144,46,459.86
1554,522,162,84,443.76
1555,888,18,51,220.8
1556,822,10,36,474.88
1557,649,22,44,230.65
1558,502,161,96,480.59
1559,794,16,43,181.42
1560,316,140,30,150.19
1561,504,18,71,111.74
1562,657,106,31,162.95
1563,884,90,76,294.44
1564,480,128,54,422.4
1565,91,159,69,469.59
1566,463,4,75,17.95
1567,882,187,4,88.97
1568,143,113,2,76.64
1569,35,59,41,420.77
1570,281,184,69,34.32
1571,241,98,16,480.4
1572,466,152,41,196.05
1573,917,104,63,147.89
1574,688,92,78,442.73
1575,370,30,13,275.16
1576,880,198,95,126.55
1577,3,60,29,58.15
1578,115,191,90,81.81
1579,767,117,2,278.85
1580,315,85,2,416.85
1581,876,194,67,293.58
1582,164,191,51,357.59
1583,208,200,29,426.52
1584,97,96,88,263.87
1585,640,9,26,14.52
1586,968,52,71,354.77
1587,917,199,52,14.35
1588,458,2,76,407.46
1589,893,108,19,302.79
1590,527,3,100,294.84
1591,895,68,69,498.83
1592,882,28,69,236.8
1593,405,163,62,461.55
1594,909,90,50,428.2
1595,894,55,45,469.07
1596,570,187,78,485.26
1597,152,108,57,95.36
1598,579,116,30,72.39
1599,914,114,17,279.25
1600,241,149,36,211.3
1601,590,131,9,136.21
1602,938,142,100,424.95
1603,898,47,71,39.56
1604,281,81,15,22.21
1605,966,87,70,343.43
1606,618,101,53,327.68
1607,763,130,84,466.76
1608,321,166,14,483.31
1609,110,158,3,259.47
1610,426,120,15,327.69
1611,917,19,14,42.12
1612,602,25,41,449.82
1613,809,9,94,355.86
1614,491,161,86,91.33
1615,787,52,35,306.5
1616,297,190,3,291.19
1617,661,139,85,422.7
1618,350,33,83,252.99
1619,456,152,89,223.62
1620,240,79,88,93.33
1621,873,106,77,462.07
1622,883,115,28,335.13
1623,881,47,8,142.05
1624,471,107,25,388.27
1625,989,17,66,125.19
1626,637,39,100,118.92
1627,922,79,30,210.49
1628,703,109,89,358.54
1629,202,116,56,301.87
1630,329,145,45,381.12
1631,356,111,17,134.04
1632,168,99,84,375.95
1633,788,76,62,98.56
1634,704,87,86,88.88
1635,479,33,74,234.41
1636,221,76,91,391.88
1637,913,5,59,328.26
1638,760,167,18,394.59
1639,583,104,23,446.76
1640,177,94,12,362.01
1641,27,120,48,141.98
1642,580,177,4,423.6
1643,562,2,70,329.67
1644,465,70,97,209.97
1645,993,90,90,130.25
1646,154,65,73,365.69
1647,780,116,57,90.68
1648,569,76,21,443.61
1649,132,42,19,499.67
1650,438,50,33,237.87
1651,665,108,57,395.02
1652,635,93,25,41.0
1653,300,34,35,108.25
1654,670,59,79,126.69
1655,474,35,36,456.78
1656,527,196,40,29.28
1657,844,158,49,465.28
1658,567,150,18,325.17
1659,752,175,5,467.8
1660,986,135,3,204.95
1661,386,85,20,477.63
1662,131,29,95,138.1
1663,506,159,46,304.6
1664,528,166,100,89.19
1665,626,125,10,321.43
1666,150,75,54,86.97
1667,107,23,2,423.49
1668,833,10,75,381.74
1669,994,65,23,356.61
1670,702,42,83,476.33
1671,748,178,27,8.41
1672,110,43,50,14.06
1673,337,143,39,103.87
1674,664,120,7,377.32
1675,62,3,6,168.41
1676,99,47,59,70.86
1677,727,184,49,138.89
1678,623,92,93,74.57
1679,904,196,92,129.97
1680,931,76,66,116.77
1681,51,70,35,373.71
1682,100,117,78,439.28
1683,12,44,97,361.37
1684,445,126,60,375.13
1685,781,128,7,302.49
1686,6,127,4,76.94
1687,111,42,29,232.16
1688,26,165,33,101.49
1689,858,53,100,36.1
1690,263,52,7,47.82
1691,369,97,9,449.34
1692,957,170,16,399.18
1693,514,57,94,358.15
1694,378,70,73,159.92
1695,863,86,24,44.59
1696,997,148,25,261.0
1697,393,109,39,402.9
1698,971,77,72,159.3
1699,880,49,48,28.91
1700,473,74,18,406.09
1701,226,97,13,303.63
1702,955,144,77,465.05
1703,272,175,74,46.19
1704,638,129,15,471.46
1705,788,156,17,414.71
1706,244,109,21,223.64
1707,114,95,94,393.06
1708,696,133,46,108.35
1709,157,65,71,113.44
1710,84,14,13,191.55
1711,451,98,29,294.2
1712,695,137,98,202.95
1713,687,195,60,148.64
1714,948,83,30,359.92
1715,279,76,46,89.22
1716,779,39,6,229.69
1717,294,16,8,64.1
1718,949,176,78,342.45
1719,830,165,16,359.7
1720,345,111,92,322.16
1721,242,59,42,443.31
1722,179,165,3,446.76
1723,340,5,22,174.86
1724,983,25,60,377.14
1725,793,105,28,327.91
1726,416,107,49,28.32
1727,937,161,67,218.2
1728,776,107,92,494.07
1729,417,176,83,366.28
1730,826,194,17,78.35
1731,500,12,42,248.86
1732,705,194,90,203.14
1733,123,199,86,45.49
1734,311,120,98,350.3
1735,28,98,73,226.8
1736,666,183,99,433.8
1737,172,104,60,430.51
1738,433,151,27,470.85
1739,322,176,68,231.64
1740,397,53,99,38.24
1741,795,69,23,32.04
1742,208,143,62,190.19
1743,476,111,29,210.82
1744,275,38,4,215.1
1745,271,165,47,118.1
1746,267,70,73,326.11
1747,631,86,77,434.6
1748,780,168,38,73.62
1749,263,119,18,367.19
1750,916,152,86,321.19
1751,870,42,85,349.43
1752,331,116,18,469.87
1753,186,195,33,186.6
1754,545,165,32,319.19
1755,685,192,27,275.88
1756,678,162,46,98.56
1757,392,127,1,454.9
1758,290,170,7,256.33
1759,846,174,83,494.18
1760,357,74,22,307.6
1761,381,136,51,108.49
1762,176,179,65,420.42
1763,944,44,79,432.89
1764,573,45,17,347.98
1765,762,149,21,36.17
1766,294,19,41,257.67
1767,908,145,31,484.92
1768,696,29,10,279.62
1769,704,104,91,444.44
1770,383,56,47,23.18
1771,512,53,70,50.59
1772,815,67,22,438.6
1773,606,166,24,329.91
1774,118,123,72,226.69
1775,436,69,37,284.54
1776,162,105,41,8.05
1777,504,125,86,377.23
1778,979,13,77,240.06
1779,556,162,99,69.96
1780,228,18,26,170.48
1781,281,112,31,203.46
1782,407,9,23,361.46
1783,140,125,62,65.42
1784,284,90,20,366.53
1785,526,94,96,160.48
1786,458,122,92,255.05
1787,352,126,52,309.08
1788,808,164,87,468.88
1789,973,24,3,282.81
1790,212,143,8,312.25
1791,92,64,91,56.91
1792,553,91,90,327.49
1793,383,13,88,146.38
1794,66,72,26,218.6
1795,766,137,1,154.66
1796,659,101,75,420.44
1797,945,41,36,400.21
1798,341,29,83,170.98
1799,593,175,2,186.89
1800,264,31,73,471.02
1801,363,90,30,233.53
1802,221,85,66,155.76
1803,892,30,50,294.96
1804,283,137,13,280.13
1805,129,172,3,121.11
1806,823,25,98,288.4
1807,666,11,21,52.74
1808,935,197,100,399.93
1809,817,93,73,205.48
1810,474,198,70,487.33
1811,347,103,51,84.93
1812,573,179,25,366.25
1813,291,153,46,306.33
1814,541,176,99,22.02
1815,834,121,43,445.0
1816,589,96,92,116.25
1817,656,189,18,292.02
1818,839,121,2,464.92
1819,219,182,17,277.48
1820,240,97,10,397.97
1821,862,187,4,445.16
1822,657,20,20,267.17
1823,379,174,75,178.64
1824,360,13,79,114.62
1825,102,196,27,352.07
1826,52,58,83,17.76
1827,946,96,96,399.25
1828,170,12,52,256.87
1829,977,119,34,297.5
1830,989,92,21,183.63
1831,308,163,25,201.58
1832,508,99,23,21.11
1833,281,91,32,100.03
1834,831,51,27,248.08
1835,692,8,33,180.15
1836,432,129,33,161.55
1837,893,176,48,338.75
1838,855,57,1,484.21
1839,746,53,19,182.29
1840,788,102,50,347.66
1841,575,4,79,483.02
1842,695,53,15,395.19
1843,229,200,2,77.02
1844,959,88,11,348.52
1845,292,146,2,142.34
1846,110,25,50,326.02
1847,85,141,22,112.56
1848,703,198,40,402.7
1849,486,166,96,43.7
1850,885,22,40,410.92
1851,986,82,1,41.94
1852,86,192,29,397.86
1853,374,113,42,157.82
1854,702,125,16,495.33
1855,892,75,94,388.18
1856,603,187,100,91.62
1857,416,89,40,428.1
1858,407,141,57,17.67
1859,810,198,52,261.8
1860,883,108,73,384.36
1861,152,183,9,452.79
1862,9,92,63,113.45
1863,382,85,31,400.86
1864,822,76,48,204.31
1865,665,156,81,190.07
1866,74,12,15,149.26
1867,199,162,36,381.59
1868,869,119,98,467.24
1869,549,8,71,12.3
1870,232,71,57,219.3
1871,105,17,10,475.88
1872,900,44,68,94.32
1873,632,51,82,350.82
1874,81,98,25,46.2
1875,519,6,49,272.19
1876,824,100,7,407.75
1877,90,146,14,134.26
1878,527,182,38,181.0
1879,398,59,16,59.38
1880,619,191,46,327.64
1881,26,123,25,232.69
1882,89,173,23,434.3
1883,96,165,32,60.19
1884,505,56,35,49.45
1885,375,15,28,179.05
1886,409,154,80,277.95
1887,224,183,47,191.49
1888,857,197,24,344.88
1889,366,54,39,489.22
1890,312,64,89,328.64
1891,737,14,84,453.37
1892,780,29,76,332.3
1893,466,176,3,399.96
1894,508,109,82,433.8
1895,583,104,76,164.33
1896,619,45,64,296.87
1897,983,96,58,158.71
1898,8,84,38,463.68
1899,311,101,87,14.6
1900,633,126,44,160.22
1901,928,197,43,149.33
1902,681,181,62,432.99
1903,143,12,56,12.94
1904,990,43,32,193.26
1905,517,15,70,43.09
1906,75,129,56,270.93
1907,257,124,6,131.82
1908,269,182,8,257.45
1909,849,77,4,149.42
1910,834,88,59,13.71
1911,873,25,89,157.33
1912,316,36,61,448.26
1913,874,193,20,394.0
1914,740,66,33,129.46
1915,21,140,81,287.42
1916,492,75,52,125.51
1917,814,16,85,431.76
1918,313,40,56,208.08
1919,735,45,52,238.05
1920,146,92,11,183.28
1921,692,188,97,309.68
1922,449,90,6,274.68
1923,656,6,88,335.12
1924,73,189,70,327.04
1925,946,157,11,178.93
1926,814,154,37,212.04
1927,70,2,98,210.27
1928,743,128,47,136.56
1929,348,73,63,382.31
1930,742,139,38,174.17
1931,616,161,59,248.25
1932,609,86,93,155.28
1933,193,116,29,367.48
1934,475,140,24,259.47
1935,329,96,94,208.61
1936,601,154,78,350.25
1937,603,163,50,428.15
1938,725,7,73,171.5
1939,398,106,16,60.43
1940,793,86,28,382.43
1941,35,192,94,126.55
1942,861,132,58,464.77
1943,279,30,66,172.8
1944,413,152,4,429.44
1945,890,41,69,284.05
1946,237,5,87,390.32
1947,318,113,7,347.62
1948,55,179,50,438.59
1949,434,169,19,307.11
1950,98,181,94,401.3
1951,341,171,3,273.78
1952,687,14,41,82.54
1953,129,168,76,347.44
1954,969,30,28,363.63
1955,919,78,32,171.32
1956,647,123,82,65.75
1957,103,87,15,448.84
1958,143,96,88,24.48
1959,689,75,6,212.88
1960,495,91,36,308.78
1961,666,160,54,370.11
1962,12,48,16,250.91
1963,187,38,91,393.67
1964,758,125,70,12.28
1965,220,149,19,195.03
1966,497,198,54,395.06
1967,714,72,65,426.93
1968,209,188,32,70.8
1969,471,84,98,352.59
1970,749,144,32,246.62
1971,761,125,68,376.33
1972,303,96,79,257.11
1973,759,150,67,260.94
1974,456,12,1,498.98
1975,22,134,86,372.49
1976,409,17,1,463.83
1977,206,70,23,225.15
1978,439,127,11,88.53
1979,307,182,24,394.97
1980,367,113,36,112.37
1981,475,90,75,98.33
1982,461,24,67,215.6
1983,570,162,61,116.65
1984,632,64,87,332.46
1985,293,170,43,439.24
1986,885,103,20,105.52
1987,96,45,33,331.11
1988,15,158,96,284.48
1989,102,44,70,462.78
1990,117,136,65,343.63
1991,267,82,52,254.44
1992,761,126,97,413.17
1993,250,77,89,288.64
1994,267,188,88,395.33
1995,927,39,16,463.35
1996,939,75,42,446.68
1997,792,166,5,128.93
1998,460,35,63,368.42
1999,584,143,19,78.48
2000,204,196,41,310.59
2001,458,15,70,82.16
2002,215,62,11,336.24
2003,519,30,71,370.84
2004,444,81,91,445.36
2005,263,88,64,225.87
2006,348,17,48,335.35
2007,937,134,57,144.25
2008,903,193,36,285.95
2009,257,174,30,348.45
2010,316,188,42,348.0
2011,608,192,18,464.39
2012,490,95,96,348.41
2013,129,43,49,233.58
2014,817,87,44,434.9
2015,700,149,29,397.16
2016,651,137,15,141.07
2017,890,187,31,77.38
2018,804,132,8,408.33
2019,680,176,45,478.53
2020,681,46,87,393.82
2021,236,13,53,121.64
2022,65,174,64,247.98
2023,170,167,51,134.66
2024,81,191,40,68.31
2025,446,80,32,396.02
2026,142,35,84,21.18
2027,90,168,74,274.35
2028,848,179,58,135.29
2029,535,38,76,350.32
2030,612,72,99,345.8
2031,803,42,6,353.81
2032,731,157,84,332.62
2033,860,130,7,261.18
2034,656,137,44,421.98
2035,461,150,19,472.83
2036,210,150,81,19.23
2037,601,55,52,409.47
2038,871,108,84,68.05
2039,784,112,58,417.94
2040,112,43,74,175.39
2041,40,66,84,405.05
2042,903,85,21,338.64
2043,631,180,59,18.0
2044,419,106,83,280.92
2045,887,174,71,279.55
2046,70,167,89,23.74
2047,202,87,63,118.44
2048,748,49,44,357.56
2049,984,128,80,422.5
2050,120,10,27,116.58
2051,25,6,81,497.51
2052,52,3,4,158.62
2053,387,192,66,136.52
2054,362,63,46,197.31
2055,482,75,98,470.31
2056,492,12,65,68.7
2057,172,136,33,316.18
2058,998,158,79,348.2
2059,429,154,92,378.16
2060,350,170,20,200.41
2061,45,122,37,107.89
2062,147,188,33,42.07
2063,747,48,74,86.86
2064,159,69,47,62.63
2065,702,50,17,49.01
2066,400,179,74,441.66
2067,66,62,54,62.8
2068,413,119,70,328.84
2069,529,60,2,274.98
2070,163,7,34,356.87
2071,703,154,40,365.31
2072,162,26,57,346.3
2073,237,129,54,290.33
2074,646,167,55,365.48
2075,968,42,53,158.79
2076,887,81,95,103.55
2077,746,159,43,494.94
2078,54,95,44,203.55
2079,474,45,20,109.7
2080,735,19,37,467.8
2081,159,34,74,451.24
2082,177,105,5,55.64
2083,660,69,67,53.53
2084,371,71,12,238.88
2085,13,57,77,304.98
2086,30,83,49,51.98
2087,440,127,85,121.16
2088,331,27,98,37.53
2089,285,195,93,114.39
2090,461,89,70,294.46
2091,834,118,20,284.09
2092,758,155,54,254.86
2093,479,12,68,391.69
2094,95,58,9,57.62
2095,107,109,60,34.8
2096,145,183,25,273.6
2097,179,107,70,154.87
2098,53,71,46,182.6
2099,449,144,71,192.02
2100,323,122,43,417.44
2101,478,43,40,494.64
2102,438,23,64,76.21
2103,614,47,8,261.69
2104,333,43,99,338.11
2105,200,117,53,86.52
2106,738,198,97,467.17
2107,2,143,26,95.29
2108,482,108,43,103.66
2109,846,187,25,164.88
2110,396,58,82,276.61
2111,50,96,49,12.92
2112,661,174,23,66.34
2113,141,71,98,111.31
2114,411,38,63,191.88
2115,218,178,32,450.6
2116,158,130,11,499.69
2117,401,39,50,316.54
2118,636,16,57,475.05
2119,386,142,47,181.64
2120,888,172,77,189.44
2121,452,119,91,310.79
2122,931,154,25,200.43
2123,493,174,29,244.94
2124,799,79,46,369.47
2125,592,56,48,340.98
2126,452,63,75,291.72
2127,690,159,12,209.96
2128,133,108,43,205.35
2129,389,38,88,13.62
2130,790,46,39,375.46
2131,751,148,25,225.93
2132,816,75,74,169.71
2133,74,158,71,198.58
2134,859,181,95,275.26
2135,358,108,35,234.86
2136,601,41,15,136.35
2137,743,157,21,308.1
2138,365,162,57,170.86
2139,860,132,26,207.62
2140,858,52,91,300.25
2141,321,183,19,395.26
2142,852,28,43,464.05
2143,995,61,94,439.04
2144,256,198,25,457.66
2145,763,149,73,220.76
2146,369,167,86,344.23
2147,723,71,97,163.88
2148,963,43,41,372.73
2149,249,58,78,431.29
2150,180,148,81,185.59
2151,209,68,74,246.9
2152,977,129,87,320.12
2153,470,164,66,117.65
2154,579,154,90,229.19
2155,335,177,66,350.54
2156,710,35,89,189.36
2157,143,88,43,219.02
2158,690,67,53,190.63
2159,639,143,17,325.38
2160,876,184,15,206.75
2161,137,92,99,306.58
2162,181,183,13,329.37
2163,155,126,43,224.05
2164,907,63,56,174.08
2165,143,120,3,256.98
2166,640,131,97,58.17
2167,116,44,58,30.99
2168,863,8,35,269.89
2169,116,142,11,240.31
2170,817,137,10,262.4
2171,230,47,11,223.59
2172,653,181,84,295.58
2173,984,164,36,213.64
2174,574,15,27,184.7
2175,287,100,80,416.76
2176,928,5,2,358.56
2177,905,15,16,449.54
2178,749,33,9,385.2
2179,283,169,29,64.26
2180,78,127,66,431.26
2181,184,64,80,161.38
2182,969,55,46,298.82
2183,123,64,48,330.06
2184,690,26,66,292.7
2185,957,151,31,238.8
2186,882,58,10,275.95
2187,85,185,45,424.09
2188,959,75,51,52.89
2189,263,106,44,214.66
2190,629,74,19,401.38
2191,311,57,4,74.35
2192,743,76,66,222.02
2193,108,133,41,229.76
2194,571,169,7,164.82
2195,473,128,77,243.7
2196,847,181,71,416.1
2197,203,113,98,152.39
2198,505,84,5,79.6
2199,851,116,1,65.02
2200,797,112,17,134.43
2201,400,28,3,318.93
2202,419,100,92,492.88
2203,184,192,24,388.68
2204,773,66,25,223.05
2205,150,4,95,312.32
2206,84,148,32,179.64
2207,300,147,91,212.45
2208,581,32,55,60.43
2209,170,72,84,158.64
2210,871,7,97,133.49
2211,411,112,8,317.4
2212,562,87,75,256.56
2213,991,32,25,344.91
2214,327,24,60,421.84
2215,609,89,17,136.48
2216,630,139,66,44.86
2217,460,106,37,366.15
2218,488,64,100,478.02
2219,72,178,9,491.71
2220,113,154,80,369.95
2221,692,52,89,381.08
2222,550,35,86,197.83
2223,167,7,39,206.46
2224,543,114,32,255.2
2225,824,23,97,194.3
