transaction_id,transaction_date,product_id,customer_id,staff_id,sales_outlet_id,quantity,price,total_amount
247,2024-05-08,186,534,190,43,58,373.48,373.48
248,2023-01-30,114,945,118,31,9,215.89,215.89
248,2023-01-30,142,945,118,31,45,470.11,470.11
248,2023-01-30,182,945,118,31,80,90.38,90.38
248,2023-01-30,75,945,118,31,51,179.26,179.26
248,2023-01-30,91,945,118,31,73,382.6,382.6
249,2024-09-11,124,272,33,23,1,433.24,433.24
249,2024-09-11,147,272,33,23,98,217.88,217.88
249,2024-09-11,182,272,33,23,25,53.68,53.68
249,2024-09-11,184,272,33,23,59,74.66,74.66
249,2024-09-11,192,272,33,23,26,428.15,428.15
249,2024-09-11,58,272,33,23,78,431.29,431.29
250,2024-07-23,42,340,111,9,60,246.48,246.48
250,2024-07-23,77,340,111,9,89,288.64,288.64
251,2025-01-05,120,784,108,4,13,141.65,141.65
251,2025-01-05,122,784,108,4,35,43.91,43.91
251,2025-01-05,132,784,108,4,44,127.87,127.87
251,2025-01-05,166,784,108,4,83,251.7,251.7
251,2025-01-05,46,784,108,4,84,21.99,21.99
251,2025-01-05,70,784,108,4,65,211.88,211.88
252,2024-11-15,109,372,133,4,94,134.84,134.84
252,2024-11-15,113,372,133,4,35,319.73,319.73
252,2024-11-15,75,372,133,4,95,118.26,118.26
253,2023-04-23,118,476,155,9,87,157.64,157.64
253,2023-04-23,166,476,155,9,27,414.72,414.72
253,2023-04-23,188,476,155,9,94,240.07,240.07
253,2023-04-23,54,476,155,9,16,121.16,121.16
253,2023-04-23,78,476,155,9,48,447.71,447.71
253,2023-04-23,89,476,155,9,22,10.43,10.43
253,2023-04-23,90,476,155,9,55,21.26,21.26
253,2023-04-23,93,476,155,9,90,261.78,261.78
254,2024-12-15,137,91,83,11,24,32.35,32.35
254,2024-12-15,16,91,83,11,32,439.1,439.1
254,2024-12-15,174,91,83,11,77,288.61,288.61
254,2024-12-15,181,91,83,11,37,274.89,274.89
254,2024-12-15,182,91,83,11,73,415.05,415.05
254,2024-12-15,2,91,83,11,35,290.31,290.31
254,2024-12-15,90,91,83,11,25,395.85,395.85
255,2024-12-28,102,622,162,47,47,22.78,22.78
255,2024-12-28,121,622,162,47,48,197.97,197.97
255,2024-12-28,138,622,162,47,38,109.39,109.39
255,2024-12-28,15,622,162,47,51,83.77,83.77
255,2024-12-28,150,622,162,47,68,35.07,35.07
255,2024-12-28,161,622,162,47,28,429.72,429.72
255,2024-12-28,185,622,162,47,87,335.8,335.8
255,2024-12-28,35,622,162,47,59,414.32,414.32
255,2024-12-28,5,622,162,47,70,272.85,272.85
255,2024-12-28,85,622,162,47,82,57.73,57.73
256,2024-06-18,130,767,1,8,67,479.63,479.63
256,2024-06-18,151,767,1,8,27,461.32,461.32
256,2024-06-18,198,767,1,8,25,457.66,457.66
256,2024-06-18,58,767,1,8,35,58.81,58.81
257,2024-05-27,124,592,40,20,6,131.82,131.82
257,2024-05-27,174,592,40,20,30,348.45,348.45
257,2024-05-27,183,592,40,20,29,397.61,397.61
257,2024-05-27,2,592,40,20,43,374.67,374.67
257,2024-05-27,62,592,40,20,6,260.74,260.74
257,2024-05-27,87,592,40,20,78,50.65,50.65
258,2023-07-08,121,651,151,12,90,432.97,432.97
258,2023-07-08,147,651,151,12,43,203.13,203.13
258,2023-07-08,32,651,151,12,18,438.85,438.85
258,2023-07-08,88,651,151,12,3,176.94,176.94
259,2024-02-21,163,719,120,12,97,372.5,372.5
259,2024-02-21,174,719,120,12,23,95.68,95.68
259,2024-02-21,2,719,120,12,93,172.83,172.83
259,2024-02-21,73,719,120,12,47,462.79,462.79
260,2024-11-18,143,105,14,36,83,474.73,474.73
260,2024-11-18,176,105,14,36,48,21.13,21.13
261,2023-03-18,123,689,49,37,30,16.12,16.12
261,2023-03-18,158,689,49,37,97,262.14,262.14
261,2023-03-18,47,689,49,37,6,407.6,407.6
261,2023-03-18,62,689,49,37,58,484.12,484.12
262,2025-01-22,152,734,26,45,82,192.33,192.33
262,2025-01-22,182,734,26,45,92,225.12,225.12
262,2025-01-22,191,734,26,45,27,383.78,383.78
262,2025-01-22,196,734,26,45,11,458.4,458.4
262,2025-01-22,29,734,26,45,58,134.95,134.95
262,2025-01-22,76,734,26,45,1,204.8,204.8
263,2023-10-30,106,772,198,26,44,214.66,214.66
263,2023-10-30,119,772,198,26,18,367.19,367.19
263,2023-10-30,130,772,198,26,41,110.73,110.73
263,2023-10-30,144,772,198,26,48,322.66,322.66
263,2023-10-30,52,772,198,26,7,47.82,47.82
263,2023-10-30,88,772,198,26,64,225.87,225.87
264,2024-08-26,143,34,158,16,69,489.48,489.48
264,2024-08-26,160,34,158,16,93,66.72,66.72
264,2024-08-26,31,34,158,16,73,471.02,471.02
264,2024-08-26,5,34,158,16,41,496.23,496.23
265,2023-10-01,195,757,173,49,46,423.73,423.73
265,2023-10-01,2,757,173,49,58,244.16,244.16
265,2023-10-01,66,757,173,49,77,326.92,326.92
266,2023-11-02,106,618,171,43,15,224.68,224.68
266,2023-11-02,148,618,171,43,15,467.56,467.56
266,2023-11-02,95,618,171,43,81,204.55,204.55
267,2024-04-13,131,76,10,34,63,25.51,25.51
267,2024-04-13,188,76,10,34,88,395.33,395.33
267,2024-04-13,3,76,10,34,12,14.26,14.26
267,2024-04-13,70,76,10,34,73,326.11,326.11
267,2024-04-13,82,76,10,34,52,254.44,254.44
268,2023-10-02,138,500,35,40,83,438.7,438.7
268,2023-10-02,149,500,35,40,91,192.7,192.7
268,2023-10-02,151,500,35,40,94,286.12,286.12
268,2023-10-02,168,500,35,40,92,237.29,237.29
268,2023-10-02,35,500,35,40,45,42.93,42.93
268,2023-10-02,8,500,35,40,64,162.58,162.58
269,2024-06-07,10,666,73,6,51,6.32,6.32
269,2024-06-07,11,666,73,6,86,362.98,362.98
269,2024-06-07,167,666,73,6,66,262.85,262.85
269,2024-06-07,182,666,73,6,8,257.45,257.45
269,2024-06-07,30,666,73,6,10,100.39,100.39
269,2024-06-07,58,666,73,6,57,113.38,113.38
269,2024-06-07,73,666,73,6,46,189.02,189.02
269,2024-06-07,99,666,73,6,58,39.16,39.16
270,2024-10-30,126,461,183,40,89,80.55,80.55
270,2024-10-30,142,461,183,40,46,292.31,292.31
270,2024-10-30,157,461,183,40,96,289.67,289.67
270,2024-10-30,199,461,183,40,63,322.48,322.48
270,2024-10-30,23,461,183,40,92,18.07,18.07
270,2024-10-30,50,461,183,40,97,254.57,254.57
271,2024-12-11,129,326,163,5,69,199.95,199.95
271,2024-12-11,138,326,163,5,100,348.92,348.92
271,2024-12-11,165,326,163,5,47,118.1,118.1
271,2024-12-11,32,326,163,5,60,361.46,361.46
271,2024-12-11,54,326,163,5,22,118.57,118.57
271,2024-12-11,61,326,163,5,6,236.94,236.94
271,2024-12-11,62,326,163,5,94,492.39,492.39
272,2024-10-27,154,724,38,9,92,44.46,44.46
272,2024-10-27,175,724,38,9,74,46.19,46.19
272,2024-10-27,51,724,38,9,60,319.92,319.92
272,2024-10-27,85,724,38,9,97,471.8,471.8
272,2024-10-27,99,724,38,9,92,293.84,293.84
273,2024-07-07,189,439,64,26,27,461.39,461.39
274,2025-01-28,123,20,181,15,1,494.06,494.06
274,2025-01-28,142,20,181,15,94,99.02,99.02
274,2025-01-28,197,20,181,15,84,84.1,84.1
275,2023-12-01,104,599,15,17,94,177.31,177.31
275,2023-12-01,172,599,15,17,85,105.45,105.45
275,2023-12-01,38,599,15,17,4,215.1,215.1
276,2024-05-17,133,998,123,42,18,481.74,481.74
276,2024-05-17,143,998,123,42,44,434.19,434.19
276,2024-05-17,53,998,123,42,82,167.59,167.59
276,2024-05-17,54,998,123,42,63,101.26,101.26
276,2024-05-17,56,998,123,42,15,341.93,341.93
277,2023-04-14,1,943,32,11,87,19.33,19.33
277,2023-04-14,133,943,32,11,2,236.99,236.99
277,2023-04-14,185,943,32,11,91,146.95,146.95
277,2023-04-14,197,943,32,11,98,339.73,339.73
277,2023-04-14,29,943,32,11,79,292.26,292.26
277,2023-04-14,63,943,32,11,46,79.24,79.24
277,2023-04-14,97,943,32,11,41,161.97,161.97
277,2023-04-14,98,943,32,11,51,381.85,381.85
279,2023-05-17,106,507,28,46,89,74.58,74.58
279,2023-05-17,30,507,28,46,66,172.8,172.8
279,2023-05-17,58,507,28,46,48,73.3,73.3
279,2023-05-17,76,507,28,46,46,89.22,89.22
280,2023-01-13,133,319,195,5,64,162.19,162.19
280,2023-01-13,190,319,195,5,99,288.34,288.34
280,2023-01-13,191,319,195,5,98,46.28,46.28
280,2023-01-13,88,319,195,5,46,22.87,22.87
281,2024-09-09,112,963,21,24,31,203.46,203.46
281,2024-09-09,184,963,21,24,69,34.32,34.32
281,2024-09-09,190,963,21,24,45,42.74,42.74
281,2024-09-09,64,963,21,24,19,38.2,38.2
281,2024-09-09,81,963,21,24,15,22.21,22.21
281,2024-09-09,91,963,21,24,32,100.03,100.03
282,2024-06-06,104,842,126,19,32,192.03,192.03
282,2024-06-06,118,842,126,19,47,193.67,193.67
282,2024-06-06,23,842,126,19,20,318.87,318.87
282,2024-06-06,55,842,126,19,9,497.97,497.97
282,2024-06-06,65,842,126,19,50,360.89,360.89
282,2024-06-06,69,842,126,19,87,441.47,441.47
283,2025-01-07,114,153,134,33,4,327.53,327.53
283,2025-01-07,137,153,134,33,13,280.13,280.13
283,2025-01-07,169,153,134,33,29,64.26,64.26
283,2025-01-07,45,153,134,33,23,39.33,39.33
283,2025-01-07,52,153,134,33,199,867.6899999999999,867.6899999999999
283,2025-01-07,53,153,134,33,70,415.66,415.66
283,2025-01-07,87,153,134,33,92,337.87,337.87
284,2023-09-10,135,308,52,41,35,171.42,171.42
284,2023-09-10,196,308,52,41,46,408.38,408.38
284,2023-09-10,90,308,52,41,20,366.53,366.53
285,2023-01-21,144,736,91,33,11,482.66,482.66
285,2023-01-21,183,736,91,33,83,365.23,365.23
285,2023-01-21,195,736,91,33,93,114.39,114.39
285,2023-01-21,52,736,91,33,13,39.47,39.47
285,2023-01-21,8,736,91,33,40,137.15,137.15
286,2023-03-16,120,565,99,15,86,67.63,67.63
286,2023-03-16,134,565,99,15,81,162.8,162.8
286,2023-03-16,23,565,99,15,77,50.07,50.07
286,2023-03-16,57,565,99,15,70,256.82,256.82
286,2023-03-16,74,565,99,15,5,89.57,89.57
287,2024-03-04,100,75,27,36,80,416.76,416.76
287,2024-03-04,124,75,27,36,95,284.74,284.74
287,2024-03-04,136,75,27,36,48,201.24,201.24
287,2024-03-04,162,75,27,36,67,159.62,159.62
287,2024-03-04,173,75,27,36,28,69.77,69.77
287,2024-03-04,53,75,27,36,10,329.97,329.97
288,2023-06-11,122,607,143,35,64,9.56,9.56
288,2023-06-11,84,607,143,35,11,104.55,104.55
289,2024-06-25,124,452,98,7,61,203.99,203.99
289,2024-06-25,138,452,98,7,60,128.23,128.23
289,2024-06-25,141,452,98,7,60,293.2,293.2
289,2024-06-25,156,452,98,7,49,477.67,477.67
289,2024-06-25,160,452,98,7,44,371.99,371.99
289,2024-06-25,179,452,98,7,90,7.21,7.21
289,2024-06-25,182,452,98,7,65,174.73,174.73
289,2024-06-25,29,452,98,7,25,91.52,91.52
290,2024-02-24,127,454,2,21,88,354.23,354.23
290,2024-02-24,170,454,2,21,7,256.33,256.33
290,2024-02-24,179,454,2,21,31,494.87,494.87
290,2024-02-24,185,454,2,21,84,342.96,342.96
290,2024-02-24,197,454,2,21,83,353.59,353.59
290,2024-02-24,21,454,2,21,69,113.61,113.61
290,2024-02-24,64,454,2,21,6,173.75,173.75
290,2024-02-24,84,454,2,21,10,230.66,230.66
291,2024-06-19,153,834,122,47,46,306.33,306.33
291,2024-06-19,155,834,122,47,62,354.29,354.29
291,2024-06-19,181,834,122,47,78,345.94,345.94
291,2024-06-19,2,834,122,47,32,12.6,12.6
291,2024-06-19,20,834,122,47,87,314.9,314.9
291,2024-06-19,66,834,122,47,57,306.8,306.8
291,2024-06-19,8,834,122,47,62,12.2,12.2
292,2024-02-11,13,148,162,47,16,461.2,461.2
292,2024-02-11,130,148,162,47,94,215.8,215.8
292,2024-02-11,146,148,162,47,2,142.34,142.34
292,2024-02-11,147,148,162,47,50,97.28,97.28
292,2024-02-11,150,148,162,47,38,354.81,354.81
292,2024-02-11,178,148,162,47,61,499.31,499.31
293,2023-02-17,123,720,127,12,42,88.99,88.99
293,2023-02-17,170,720,127,12,43,439.24,439.24
293,2023-02-17,186,720,127,12,63,189.14,189.14
293,2023-02-17,2,720,127,12,90,44.31,44.31
293,2023-02-17,26,720,127,12,69,43.33,43.33
293,2023-02-17,52,720,127,12,70,139.2,139.2
293,2023-02-17,76,720,127,12,15,351.08,351.08
294,2024-05-28,133,788,174,47,55,373.83,373.83
294,2024-05-28,15,788,174,47,39,493.79,493.79
294,2024-05-28,16,788,174,47,8,64.1,64.1
294,2024-05-28,168,788,174,47,93,151.39,151.39
294,2024-05-28,19,788,174,47,41,257.67,257.67
294,2024-05-28,23,788,174,47,14,257.53,257.53
294,2024-05-28,44,788,174,47,54,250.19,250.19
294,2024-05-28,63,788,174,47,76,417.14,417.14
294,2024-05-28,66,788,174,47,5,24.93,24.93
295,2023-03-04,114,466,21,49,76,434.04999999999995,434.04999999999995
295,2023-03-04,131,466,21,49,75,238.22,238.22
295,2023-03-04,149,466,21,49,73,455.96,455.96
295,2023-03-04,178,466,21,49,21,67.26,67.26
295,2023-03-04,98,466,21,49,20,200.29,200.29
296,2024-08-12,111,933,142,28,43,103.21,103.21
296,2024-08-12,127,933,142,28,16,354.2,354.2
296,2024-08-12,128,933,142,28,100,317.77,317.77
296,2024-08-12,181,933,142,28,44,191.12,191.12
296,2024-08-12,184,933,142,28,21,387.39,387.39
296,2024-08-12,59,933,142,28,18,38.19,38.19
296,2024-08-12,63,933,142,28,45,139.8,139.8
296,2024-08-12,7,933,142,28,3,351.86,351.86
296,2024-08-12,95,933,142,28,41,285.27,285.27
297,2023-07-23,121,923,139,12,26,70.17,70.17
297,2023-07-23,190,923,139,12,3,291.19,291.19
297,2023-07-23,193,923,139,12,60,488.43,488.43
297,2023-07-23,2,923,139,12,67,368.71,368.71
297,2023-07-23,36,923,139,12,24,169.42,169.42
297,2023-07-23,40,923,139,12,66,106.79,106.79
297,2023-07-23,73,923,139,12,88,140.22,140.22
298,2024-12-21,109,506,19,35,63,458.61,458.61
298,2024-12-21,194,506,19,35,49,112.87,112.87
298,2024-12-21,27,506,19,35,69,61.7,61.7
299,2024-02-25,117,171,82,10,56,245.64,245.64
299,2024-02-25,133,171,82,10,69,226.55,226.55
299,2024-02-25,164,171,82,10,53,432.71,432.71
299,2024-02-25,80,171,82,10,89,441.01,441.01
300,2023-10-02,117,841,163,4,79,497.66,497.66
300,2023-10-02,147,841,163,4,91,212.45,212.45
300,2023-10-02,157,841,163,4,45,129.65,129.65
300,2023-10-02,195,841,163,4,70,94.35,94.35
300,2023-10-02,28,841,163,4,23,149.51,149.51
300,2023-10-02,33,841,163,4,35,387.27,387.27
300,2023-10-02,34,841,163,4,35,108.25,108.25
301,2023-11-07,119,32,13,45,6,309.53,309.53
301,2023-11-07,122,32,13,45,27,427.27,427.27
301,2023-11-07,84,32,13,45,55,403.34,403.34
302,2024-06-21,188,654,128,49,44,47.44,47.44
302,2024-06-21,192,654,128,49,74,155.24,155.24
303,2024-07-26,10,706,169,14,23,194.08,194.08
303,2024-07-26,177,706,169,14,14,52.91,52.91
303,2024-07-26,24,706,169,14,90,147.02,147.02
303,2024-07-26,32,706,169,14,60,188.82,188.82
303,2024-07-26,96,706,169,14,79,257.11,257.11
304,2025-01-03,156,463,49,45,50,67.56,67.56
304,2025-01-03,158,463,49,45,87,399.57,399.57
304,2025-01-03,35,463,49,45,44,197.54,197.54
304,2025-01-03,72,463,49,45,66,199.55,199.55
304,2025-01-03,85,463,49,45,83,120.38,120.38
305,2023-02-28,145,699,141,3,34,20.47,20.47
305,2023-02-28,188,699,141,3,70,343.84,343.84
305,2023-02-28,55,699,141,3,47,210.8,210.8
306,2024-08-16,30,797,65,42,5,338.36,338.36
306,2024-08-16,56,797,65,42,20,355.31,355.31
306,2024-08-16,61,797,65,42,49,109.33,109.33
306,2024-08-16,63,797,65,42,10,147.35,147.35
306,2024-08-16,69,797,65,42,97,168.48,168.48
307,2024-06-05,132,942,7,48,40,429.79,429.79
307,2024-06-05,182,942,7,48,24,394.97,394.97
307,2024-06-05,92,942,7,48,42,297.08,297.08
308,2024-08-05,163,850,157,20,25,201.58,201.58
308,2024-08-05,186,850,157,20,30,309.65,309.65
308,2024-08-05,196,850,157,20,67,10.59,10.59
309,2024-05-14,119,976,77,46,7,42.71,42.71
309,2024-05-14,140,976,77,46,84,392.21,392.21
309,2024-05-14,31,976,77,46,26,448.68,448.68
309,2024-05-14,41,976,77,46,90,116.59,116.59
310,2025-01-19,129,165,29,24,29,428.16,428.16
310,2025-01-19,62,165,29,24,40,182.24,182.24
310,2025-01-19,98,165,29,24,18,338.61,338.61
310,2025-01-19,99,165,29,24,58,11.0,11.0
311,2023-01-07,101,693,174,20,87,14.6,14.6
311,2023-01-07,120,693,174,20,98,350.3,350.3
311,2023-01-07,13,693,174,20,98,114.58,114.58
311,2023-01-07,161,693,174,20,22,132.0,132.0
311,2023-01-07,57,693,174,20,4,74.35,74.35
311,2023-01-07,68,693,174,20,25,408.66,408.66
311,2023-01-07,8,693,174,20,88,83.64,83.64
311,2023-01-07,84,693,174,20,48,418.4,418.4
312,2023-10-09,190,419,45,39,36,317.89,317.89
312,2023-10-09,64,419,45,39,89,328.64,328.64
312,2023-10-09,92,419,45,39,86,455.5,455.5
313,2024-02-13,148,634,151,34,10,10.47,10.47
313,2024-02-13,158,634,151,34,86,205.82,205.82
313,2024-02-13,183,634,151,34,98,111.35,111.35
313,2024-02-13,192,634,151,34,50,376.58,376.58
313,2024-02-13,40,634,151,34,56,208.08,208.08
314,2023-06-05,100,194,133,39,39,11.69,11.69
314,2023-06-05,104,194,133,39,29,422.6,422.6
314,2023-06-05,131,194,133,39,71,152.96,152.96
314,2023-06-05,157,194,133,39,44,183.98,183.98
314,2023-06-05,179,194,133,39,93,323.54,323.54
314,2023-06-05,180,194,133,39,18,72.49,72.49
314,2023-06-05,21,194,133,39,17,451.43,451.43
314,2023-06-05,46,194,133,39,13,154.15,154.15
315,2024-06-20,112,359,191,35,44,196.06,196.06
315,2024-06-20,125,359,191,35,45,154.33,154.33
315,2024-06-20,158,359,191,35,16,177.05,177.05
315,2024-06-20,160,359,191,35,19,240.59,240.59
315,2024-06-20,165,359,191,35,14,119.75,119.75
315,2024-06-20,20,359,191,35,19,291.84,291.84
315,2024-06-20,47,359,191,35,84,410.63,410.63
315,2024-06-20,75,359,191,35,60,433.0,433.0
315,2024-06-20,85,359,191,35,2,416.85,416.85
316,2023-09-02,112,677,144,43,36,33.67,33.67
316,2023-09-02,140,677,144,43,30,150.19,150.19
316,2023-09-02,158,677,144,43,39,37.87,37.87
316,2023-09-02,182,677,144,43,10,355.38,355.38
316,2023-09-02,188,677,144,43,42,348.0,348.0
316,2023-09-02,36,677,144,43,61,448.26,448.26
316,2023-09-02,40,677,144,43,82,276.95,276.95
316,2023-09-02,47,677,144,43,20,97.64,97.64
317,2024-06-24,130,700,33,33,29,81.19,81.19
317,2024-06-24,189,700,33,33,63,417.32,417.32
317,2024-06-24,39,700,33,33,13,208.17,208.17
317,2024-06-24,80,700,33,33,21,192.84,192.84
318,2024-08-16,113,18,61,50,7,347.62,347.62
318,2024-08-16,182,18,61,50,58,195.37,195.37
318,2024-08-16,8,18,61,50,92,77.05,77.05
318,2024-08-16,9,18,61,50,4,166.84,166.84
319,2024-11-15,164,775,195,18,35,435.61,435.61
319,2024-11-15,168,775,195,18,1,257.32,257.32
319,2024-11-15,181,775,195,18,26,187.25,187.25
319,2024-11-15,3,775,195,18,94,132.9,132.9
320,2024-05-09,161,931,57,44,68,248.11,248.11
320,2024-05-09,176,931,57,44,68,732.76,732.76
320,2024-05-09,55,931,57,44,27,256.02,256.02
320,2024-05-09,78,931,57,44,100,335.87,335.87
320,2024-05-09,98,931,57,44,74,434.39,434.39
321,2024-02-05,144,685,35,48,39,176.88,176.88
321,2024-02-05,161,685,35,48,90,481.8,481.8
321,2024-02-05,166,685,35,48,14,483.31,483.31
321,2024-02-05,169,685,35,48,53,362.79,362.79
321,2024-02-05,183,685,35,48,19,395.26,395.26
321,2024-02-05,26,685,35,48,47,126.1,126.1
321,2024-02-05,29,685,35,48,88,193.84,193.84
321,2024-02-05,47,685,35,48,77,247.38,247.38
321,2024-02-05,5,685,35,48,11,42.03,42.03
322,2024-04-16,150,945,91,2,45,294.1,294.1
322,2024-04-16,176,945,91,2,68,231.64,231.64
322,2024-04-16,186,945,91,2,7,325.09,325.09
323,2024-08-11,122,988,185,30,43,417.44,417.44
323,2024-08-11,197,988,185,30,27,473.82,473.82
323,2024-08-11,33,988,185,30,33,147.87,147.87
323,2024-08-11,53,988,185,30,77,230.76,230.76
323,2024-08-11,61,988,185,30,68,96.63,96.63
323,2024-08-11,63,988,185,30,55,443.92,443.92
323,2024-08-11,85,988,185,30,8,325.96,325.96
324,2023-03-28,132,193,166,1,51,156.74,156.74
324,2023-03-28,28,193,166,1,26,52.96,52.96
325,2024-12-12,103,455,14,16,51,133.24,133.24
325,2024-12-12,114,455,14,16,89,446.31,446.31
325,2024-12-12,152,455,14,16,10,211.43,211.43
325,2024-12-12,154,455,14,16,87,152.56,152.56
325,2024-12-12,180,455,14,16,8,193.04,193.04
325,2024-12-12,190,455,14,16,56,475.37,475.37
325,2024-12-12,200,455,14,16,70,195.18,195.18
325,2024-12-12,90,455,14,16,96,211.42,211.42
326,2024-06-04,103,131,35,21,69,284.37,284.37
326,2024-06-04,146,131,35,21,38,121.98,121.98
326,2024-06-04,197,131,35,21,87,302.05,302.05
327,2024-07-16,21,288,48,47,35,52.25,52.25
327,2024-07-16,24,288,48,47,60,421.84,421.84
327,2024-07-16,29,288,48,47,40,135.9,135.9
327,2024-07-16,48,288,48,47,34,120.38,120.38
327,2024-07-16,95,288,48,47,74,33.59,33.59
328,2024-02-29,104,890,124,37,26,31.45,31.45
328,2024-02-29,117,890,124,37,59,350.44,350.44
328,2024-02-29,162,890,124,37,72,32.51,32.51
328,2024-02-29,165,890,124,37,88,461.1,461.1
328,2024-02-29,182,890,124,37,5,400.77,400.77
328,2024-02-29,33,890,124,37,95,264.47,264.47
328,2024-02-29,47,890,124,37,37,450.42,450.42
328,2024-02-29,69,890,124,37,78,416.98,416.98
328,2024-02-29,93,890,124,37,44,489.02,489.02
328,2024-02-29,99,890,124,37,40,233.8,233.8
329,2023-07-03,11,320,68,40,60,383.71,383.71
329,2023-07-03,142,320,68,40,14,239.17,239.17
329,2023-07-03,145,320,68,40,45,381.12,381.12
329,2023-07-03,157,320,68,40,57,6.21,6.21
329,2023-07-03,181,320,68,40,50,388.12,388.12
329,2023-07-03,94,320,68,40,37,372.56,372.56
329,2023-07-03,96,320,68,40,94,208.61,208.61
329,2023-07-03,99,320,68,40,20,370.84,370.84
330,2023-08-06,41,927,34,31,10,119.69,119.69
331,2024-01-29,116,101,200,25,18,469.87,469.87
331,2024-01-29,27,101,200,25,98,37.53,37.53
331,2024-01-29,43,101,200,25,24,270.79,270.79
331,2024-01-29,96,101,200,25,55,400.3,400.3
332,2023-07-03,132,85,35,14,60,409.73,409.73
332,2023-07-03,17,85,35,14,92,6.08,6.08
332,2023-07-03,192,85,35,14,73,405.12,405.12
332,2023-07-03,198,85,35,14,49,425.21,425.21
332,2023-07-03,35,85,35,14,28,463.22,463.22
332,2023-07-03,51,85,35,14,67,315.58,315.58
333,2023-09-18,144,251,5,5,58,6.66,6.66
333,2023-09-18,43,251,5,5,99,338.11,338.11
333,2023-09-18,56,251,5,5,48,346.37,346.37
334,2024-04-11,158,331,84,31,23,129.72,129.72
334,2024-04-11,16,331,84,31,99,376.22,376.22
334,2024-04-11,178,331,84,31,14,25.07,25.07
334,2024-04-11,189,331,84,31,44,108.67,108.67
334,2024-04-11,29,331,84,31,48,167.97,167.97
334,2024-04-11,46,331,84,31,78,157.43,157.43
335,2023-07-05,177,679,96,21,66,350.54,350.54
335,2023-07-05,197,679,96,21,43,80.16,80.16
336,2023-12-08,100,774,77,5,12,384.87,384.87
336,2023-12-08,188,774,77,5,68,480.63,480.63
336,2023-12-08,192,774,77,5,54,112.46,112.46
336,2023-12-08,57,774,77,5,96,423.86,423.86
336,2023-12-08,62,774,77,5,68,483.88,483.88
336,2023-12-08,87,774,77,5,40,410.31,410.31
336,2023-12-08,98,774,77,5,29,313.67,313.67
337,2024-02-02,107,581,5,30,41,235.88,235.88
337,2024-02-02,118,581,5,30,62,102.87,102.87
337,2024-02-02,143,581,5,30,39,103.87,103.87
337,2024-02-02,150,581,5,30,41,293.27,293.27
337,2024-02-02,95,581,5,30,55,481.64,481.64
337,2024-02-02,96,581,5,30,13,51.48,51.48
338,2023-10-28,165,137,128,28,31,189.64,189.64
339,2025-01-06,115,823,108,6,17,366.65,366.65
339,2025-01-06,153,823,108,6,50,178.36,178.36
339,2025-01-06,176,823,108,6,89,381.02,381.02
339,2025-01-06,68,823,108,6,19,421.12,421.12
339,2025-01-06,74,823,108,6,56,365.79,365.79
340,2023-06-06,109,682,58,42,27,461.73,461.73
340,2023-06-06,133,682,58,42,33,265.82,265.82
340,2023-06-06,14,682,58,42,98,108.17,108.17
340,2023-06-06,147,682,58,42,62,451.96,451.96
340,2023-06-06,152,682,58,42,56,382.41,382.41
340,2023-06-06,25,682,58,42,6,455.28,455.28
340,2023-06-06,35,682,58,42,41,304.99,304.99
340,2023-06-06,45,682,58,42,76,355.34,355.34
340,2023-06-06,5,682,58,42,22,174.86,174.86
340,2023-06-06,55,682,58,42,89,418.81,418.81
341,2024-01-16,123,509,189,36,23,96.08,96.08
341,2024-01-16,165,509,189,36,46,297.41,297.41
341,2024-01-16,171,509,189,36,3,273.78,273.78
341,2024-01-16,174,509,189,36,58,390.96,390.96
341,2024-01-16,193,509,189,36,76,420.33,420.33
341,2024-01-16,29,509,189,36,83,170.98,170.98
341,2024-01-16,46,509,189,36,35,302.24,302.24
341,2024-01-16,61,509,189,36,81,401.09,401.09
342,2024-03-18,122,90,75,45,4,29.95,29.95
342,2024-03-18,198,90,75,45,87,95.37,95.37
343,2024-07-13,132,845,151,38,88,354.67,354.67
343,2024-07-13,78,845,151,38,61,343.4,343.4
344,2024-05-20,100,349,15,43,53,72.59,72.59
344,2024-05-20,64,349,15,43,53,184.41,184.41
344,2024-05-20,74,349,15,43,66,353.79,353.79
344,2024-05-20,91,349,15,43,8,449.76,449.76
344,2024-05-20,96,349,15,43,83,236.8,236.8
345,2023-08-20,111,833,71,25,123,394.14000000000004,394.14000000000004
345,2023-08-20,145,833,71,25,32,187.51,187.51
345,2023-08-20,173,833,71,25,86,441.89,441.89
345,2023-08-20,176,833,71,25,31,264.1,264.1
345,2023-08-20,184,833,71,25,57,293.0,293.0
345,2023-08-20,185,833,71,25,21,156.52,156.52
345,2023-08-20,22,833,71,25,72,298.84,298.84
346,2023-07-08,135,101,189,16,68,5.13,5.13
346,2023-07-08,44,101,189,16,53,92.98,92.98
346,2023-07-08,76,101,189,16,8,183.56,183.56
347,2023-04-30,103,311,62,39,51,84.93,84.93
347,2023-04-30,112,311,62,39,67,174.4,174.4
347,2023-04-30,21,311,62,39,67,266.17,266.17
347,2023-04-30,55,311,62,39,56,128.65,128.65
347,2023-04-30,66,311,62,39,27,265.04,265.04
348,2023-10-10,17,70,186,43,48,335.35,335.35
348,2023-10-10,25,70,186,43,36,204.23,204.23
348,2023-10-10,44,70,186,43,95,438.36,438.36
